article_id,event_id,clean_outlet,publish_time,publish_date_only,headline,full_text,low_quality,is_wire_copy,article_count,unique_outlet_count,cluster_confidence,is_low_quality_event,failed_coherence_audit,is_template_junk
fda519ceb89fc0e4,EVT_00043,news18,2026-04-15 07:36:58,2026-04-15,Beyond The CM Chair: Is This Nitish Kumar's Masterplan For Continued Dominance In Bihar?,"Beyond The CM Chair: Is This Nitish Kumar's Masterplan For Continued Dominance In Bihar?
The popular narrative that Nitish Kumar gave away Bihar to BJP by stepping into the Rajya Sabha and allowing Samrat Choudhary to occupy the chief minister's chair is superficial
Nitish Kumar’s latest political manoeuvre in Bihar can be read as a masterstroke in consolidating his own authority, even as the BJP achieves a historic milestone by having its own chief minister through Samrat Choudhary.
The transition from speculation about the fading relevance of the Janata Dal (United) in the National Democratic Alliance (NDA) setup to the emergence of a Nitish Kumar‑centric architecture reveals a carefully staged power‑sharing script that deepens his grip over the non‑Yadav OBC‑EBC‑upper‑caste matrix rather than weakening it.
Recommended Stories
- 'New Govt Will Have My Full Cooperation, Guidance': Nitish Kumar In His Farewell Post
- Nitish Kumar Resigns As Bihar Chief Minister, BJP's Samrat Choudhary To Lead New Govt
- Nitish Kumar Now Rajya Sabha MP: Who Will Succeed Him As Bihar CM? 5 Top Contenders
- Nitish Kumar Takes Oath As Rajya Sabha MP, Bihar To Get New Chief Minister Soon
The popular narrative that Nitish gave away Bihar to the BJP by stepping into the Rajya Sabha and allowing Samrat Choudhary to occupy the chief minister’s chair is superficial. In reality, the move follows a classic pattern unique to him.
He has tried to further solidify the grassroots organisation and caste arithmetic while delegating the formal office to a senior ally. By insisting that the BJP accept Choudhary as CM and successfully communicating that choice to New Delhi, he has again demonstrated that this is not a retreat but a rebranding of dominance: he shifts from the visible face of governance to the invisible architect who sets the tone, lineup, and caste calculus of the government.
At the social level, the appointment of Choudhary – a Koeri leader from the ‘Luv‑Kush’ (Kurmi-Koeri) social bloc that Nitish has relied on since the 1990s – reaffirms his core non‑Yadav OBC and EBC base. He built his mass politics by positioning himself as the alternative to Lalu Prasad Yadav’s Muslim-Yadav model and, by ensuring that a Koeri becomes CM, he sends a strong signal that the non‑Yadav OBC and EBC communities still see him as their primary political patron.
It is a strategic recalibration of caste equations to isolate the RJD‑Muslim‑Yadav combine and upgrade the standing of Koeri and allied castes within the NDA structure.
THE CHOICE OF DEPUTIES
The expected appointment of Bhumihar upper-caste leader Vijay Chaudhary and Yadav leader Bijendra Prasad Yadav as deputy CMs is the most significant aspect of this power‑sharing matrix.
Traditionally, the upper castes in Bihar have been the BJP’s natural social base, while the Muslim‑Yadav have been the core of the social coalition of Lalu Prasad Yadav and now his successor and son, Tejashwi Yadav. Nitish’s ability to pull a Bhumihar leader from his own party into the deputy CM slot and secure the representation of a Yadav leader within the JDU‑led NDA framework signals a tactical reconfiguration of caste alignments.
For the BJP, accepting these two deputies alongside its own CM means that the real caste balance of power in Bihar still runs through JD(U). The upper‑caste Bhumihar face legitimises the BJP‑JD(U) coalition in the upper‑caste belt, while the Yadav name creates a fault line in the traditional Yadav‑RJD ecosystem.
If Bijendra Prasad Yadav can comfortably occupy a deputy CM seat under a Nitish Kumar-led coalition, it weakens the monopolistic claim that only the RJD represents Yadav interests.
NITISH KUMAR’S SYMBOLIC ADVANTAGE
Beyond the state‑level structure, Nitish’s positioning also responds to a wider national‑level mood among upper castes.
From the 2018 amendment to the SC/ST Prevention of Atrocities Act to the more recent UGC 2026 equity regulations, upper‑caste groups, especially in north India, have expressed unease over what they see as an increasingly assertive, identity-based framework that potentially marginalises their voices. Nitish’s decision to anchor the Bihar government in a more inclusive, caste‑broad coalition without abandoning upper‑caste representation, plays directly into this sentiment.
By ensuring that a Bhumihar leader becomes deputy CM and by keeping Brahmin leaders like Sanjay Jha in the national working president position, Nitish signals that the JD(U) is not just a non‑Yadav OBC‑centric party but a multi‑caste, pan‑Bihar formation. This helps the party horizontally expand its base across castes rather than being confined to a limited social category.
In the broader picture, Nitish has once again re-established himself as the indispensable balancer in Bihar’s politics. His decision to become a Rajya Sabha member while allowing Choudhary to be CM gives him the freedom to operate at both national and state levels without being bogged down by day-to-day administrative heat.",False,False,6,2,0.36,True,False,False
0fc1c0c556ba1a0e,EVT_00045,theprint,2026-04-15 12:03:20,2026-04-15,"Chennai: Tamil Nadu Chief Minister and DMK president M. K. Stalin Wednesday announced a black flag protest across Tamil Nadu Thursday against the Centre’s proposed delimitation exercise under the Constitutional Amendment Bill 2026. The announcement, ...","Chennai: Tamil Nadu Chief Minister and DMK president M. K. Stalin Wednesday announced a black flag protest across Tamil Nadu Thursday against the Centre’s proposed delimitation exercise under the Constitutional Amendment Bill 2026. The announcement, made in a video on X, came after a meeting with DMK MPs and district secretaries to discuss on the party’s response and mobilisation.
Tamil Nadu’s other Dravidian major, the AIADMK, which is contesting the upcoming 23 April state polls in alliance with the BJP, has been silent so far.
AIADMK spokesperson Kovai Sathyan told ThePrint said that the party does not want to make any reactive statements and its representative M. Thambidurai would make a detailed statement in Parliament during the special session Thursday.
On Wednesday, Tamilaga Vettri Kazhagam chief and actor Vijay also said that if the Constitutional Amendment Bill 2026 is passed, the disparity between representation of southern and northern states will increase significantly.
Last year on 5 March, the AIADMK and the Tamilaga Vettri Kazhagam had participated in an all-party meeting convened by Tamil Nadu Chief Minister MK Stalin to discuss and oppose the proposed Lok Sabha delimitation.
Following up on a video message on X on 14 April, Stalin urged people to hoist black flags from homes and public spaces on 16 April to protest the “massive historic injustice” to Tamil Nadu and southern states.
In his video statement on X, he asked: “Punishment for contributing to India’s progress? Is this how Tamil Nadu and the southern states are repaid?” Stalin criticised the Centre for planning to push the delimitation amendment in Parliament in the middle of elections in Tamil Nadu and West Bengal.
He added: “Every South Indian living south of the Vindhyas is seething with anger and the BJP is playing with fire” by proceeding with a population-based exercise that would unfairly penalise southern states for successfully implementing family planning measures, reducing their relative parliamentary representation, while disproportionately enhancing the political power of northern states.
Stalin stated: “Across Tamil Nadu, black flags will rise from homes and public spaces tomorrow in protest against delimitation. If the Union government refuses to respect Tamil Nadu’s voice and (does not) step back, you will face the consequences. The price you will pay will be heavy. As President of the DMK, and above all as a self-respecting Tamil, this is my stern warning,” he asserted.
At the virtual meeting with DMK MPs and all district secretaries before the announcement Wednesday, Stalin discussed delimitation in detail, strategy for the black flag protest, and preparation for larger agitations if the Centre proceeded without addressing the concerns of Tamil Nadu.
Earlier Tuesday, Stalin, in a video message had cautioned that any move harming Tamil Nadu’s interests would see every family take to the streets under his leadership, reviving the aggressive spirit of the DMK’s 1950s and 1960s movements. He had described it as a “final warning” to Prime Minister Narendra Modi.
Stalin had earlier highlighted that southern states complied with the Centre’s family planning directives but were now facing “punishment” through reduced political representation. He criticised the lack of consultation, transparency, and any assurance from the Prime Minister despite repeated requests, including those from Congress leader Sonia Gandhi.
TVK chief and actor Vijay said in a statement that while his party welcomed the amendment Bill that proposed to provide 33 per cent reservation for women in Parliament, it opposed delimitation.
“If that happens, in matters such as enacting laws related to language, culture, and state rights, as well as formulating the Union government’s policies, the representation of southern states will decrease, while that of northern states will increase,” the statement said.
TVK said the Bill was “discriminatory” and that if the Bill was passed, the demands of the people of southern states, particularly the voice of the people of Tamil Nadu, would go unheard in Parliament.
“The passage of this bill appears to impose a ‘punishment’ on a state that has adhered to the Union government’s announcements for generations, while offering a ‘reward’ to states that have not followed it. If this Bill is passed, it could also impact financial allocations. A change in the number of parliamentary constituencies will reflect in the financial allocations to the state,” the statement said.
Echoing the state government’s accusations against the Union government on potential financial losses to Tamil Nadu, he added that the Centre already does not provide adequate funds and schemes to Tamil Nadu.
“In such a situation, after constituencies are redelimited, there is a likelihood that funding for population-based schemes will further decrease,” Vijay said, urging that the attempt to pass the Constitution (131st Amendment) Bill, 2026 be abandoned.
Several other political parties including Congress, CPI, Marumalarchi Dravida Munnetra Kazhagam (MDMK) have also criticised the Union government on delimitation and extended support to DMK.
Congress MP Karti Chidambaram told ANI Wednesday: ‘If there is going to be delimitation and redrawing of constituencies among states based on the 2011 census, it will be grossly unfair to the southern states and to a few other states which have implemented family planning effectively.”
MDMK leader Durai Vaiko said: “I don’t know the reason behind this urgency, but the delimitation Bill has, in fact, raised serious concerns among opposition parties. Our CM M. K. Stalin, and Telangana CM, Karnataka CM, and other opposition CMs put a request to the Prime Minister and to the BJP government, asking for a discussion on this delimitation Bill to make sure that it does not affect states,” he said.
On the other hand, BJP leader K. Annamalai told ANI that the Tamil Nadu CM, as usual, wants to do politics over everything. “The mothers and sisters of Tamil Nadu want 33 per cent reservation to be implemented as soon as possible. TN CM is seeing defeat staring at him, and this is why he is making politics out of it,” he said.
The special Parliament session commencing Thursday is expected to take up the Constitutional amendment Bill 2026. Southern chief ministers, including Telangana’s Revanth Reddy and Karnataka’s Siddaramaiah, have also voiced strong opposition and called for a united southern front against any formula that penalises developed states.
Political observers expect widespread participation in Thursday’s black flag protest by DMK cadre, allies, and the public, ahead of the Tamil Nadu assembly elections on 23 April. The move is expected to consolidate anti-BJP and minority votes in the state in favour of the DMK.
(Edited by Viny Mishra)
Also read: Stalin issues ‘final warning’ from Tamil Nadu on delimitation. ‘Every family will take to streets’",False,False,7,4,0.4,True,False,False
70a8fcca9b1be0e4,EVT_00045,theprint,2026-04-15 14:08:22,2026-04-15,"New Delhi: The passage of the Constitution (131st Amendment) Bill, 2026, which seeks to increase the Lok Sabha’s sanctioned strength from 550 to 850, appears uncertain ahead of the three-day special sitting of Parliament starting Thursday, with major...","New Delhi: The passage of the Constitution (131st Amendment) Bill, 2026, which seeks to increase the Lok Sabha’s sanctioned strength from 550 to 850, appears uncertain ahead of the three-day special sitting of Parliament starting Thursday, with major opposition parties deciding to oppose it, citing the need to safeguard federal rights.
The Opposition holds enough numbers in both Houses, particularly the Lok Sabha, to block its approval, necessitating cross-party support for its passage. However, the joint Opposition’s decision, taken at a meeting chaired by Congress president Mallikarjun Kharge Wednesday, showed no signs of any bipartisan consensus.
Announcing the Opposition’s decision, Kharge told reporters that they would oppose the Bill despite it being linked to the operationalisation of the Nari Shakti Vandan Adhiniyam, which seeks to reserve one-third of seats in the Lok Sabha and state legislative assemblies for women, as the timing of the move was “politically motivated”.
“We have decided to oppose this Bill but I want to tell you we are not against women’s reservation. We are against the delimitation provisions in the Bill,” Kharge said. Leaders of opposition parties including the SP, TMC, DMK, Left, JMM, RJD and AAP attended the meeting at Kharge’s residence. Lok Sabha Leader of Opposition Rahul Gandhi was also present.
The current strengths, factoring in vacant seats, of the Lok Sabha and the Rajya Sabha are 540 and 244 respectively, and in a situation where all MPs are present and voting when the Bill is taken up for consideration, the government would require the support of two-thirds of members in each House.
This is the stipulation for the passage of Constitution amendment Bills as laid down under Article 368 of the Constitution. The clearance of such Bills is subject to a “special majority” in each House, namely, a majority of the total membership of the House and a majority of not less than two-thirds of members present and voting.
In this case, ratification by at least half of the state legislatures would also be required before the amendment is sent to the President for assent.
To put it simply, in a situation where the Bill is put to vote in the Lok Sabha, where it will be introduced first, in the presence of all 540 members, it will need the backing of as many as 360 MPs to be passed.
Considering that the Opposition’s collective tally in the Lok Sabha is 234, it is abundantly clear that only cross-party support can lead to its passage. Just the top four Opposition parties (Congress, SP, TMC and DMK) having 185 MPs collectively can effectively derail it.
On top of that, it remains unclear whether key BJP ally TDP, which has 16 Lok Sabha MPs, will support the proposed legislation in its current form, given apprehensions that it could skew parliamentary representation in favour of the more populous northern states, putting the southern states at a disadvantage.
In the Rajya Sabha, where the Bill will be taken up only after it clears the Lok Sabha, the numbers are relatively favourable to the ruling NDA. On a full House strength of 244 members, a two-thirds majority would require 163 votes in favour, assuming all members are present and voting.
The NDA’s current tally stands at 141. However, the effective threshold could come down if Opposition members abstain or are absent during voting, thereby reducing the total number of members present and voting, and consequently the number required for a two-thirds majority under Article 368.
“Under the garb of bringing forward women’s reservations, the BJP is looking to bulldoze a deeply flawed, unconstitutional and anti-federal delimitation exercise. What was the tearing hurry to introduce this with such little notice? When two major states are going into election, holding a special session for this shows the true devious intentions of this fascist regime,” Congress general secretary (organisation) K.C. Venugopal wrote on X.
The Samajwadi Party, which is the second-largest Opposition party in the Lok Sabha, has also voiced its reservations against the Bill, with party chief Akhilesh Yadav calling it a cover to push through delimitation. “In the garb of women’s reservation, they are bringing in delimitation that will allow them to redefine constituencies at will,” Yadav told The Hindu.
The TMC, ranked third among the Opposition parties in terms of strength in the Lok Sabha, has dubbed the government’s agenda “devious”. “This govt plots a cheap stunt to mock the Constitution, mock Parliament and mock the women of this great nation. They have never cared a fig about women. Delimitation is the devious agenda. Women, their excuse,” TMC Rajya Sabha MP Derek O’Brien wrote on X.
Meanwhile, Tamil Nadu CM and DMK supremo M.K. Stalin has announced a state-wide black flag agitation on 16 April against the proposed delimitation exercise and warned the Centre of consequences and a “heavy price” if it did not heed the state’s voice, upping the ante ahead of the upcoming polls.
(Edited by Amrtansh Arora)
Also Read: There’s no avoiding delimitation. Here’s 4 possible solutions that don’t ‘hurt’ the south",False,False,7,4,0.4,True,False,False
3ca2a4ff3aaa399c,EVT_00045,the_hindu,2026-04-16 23:29:00,2026-04-16,"Congress MP K.C. Venugopal on Thursday asked the government to withdraw the Constitution (One Hundred and Thirty-First Amendment) Bill, 2026 in its current form and call an all-party meeting to evolve a consensus on implementing the women’s reservati...","Congress MP K.C. Venugopal on Thursday asked the government to withdraw the Constitution (One Hundred and Thirty-First Amendment) Bill, 2026 in its current form and call an all-party meeting to evolve a consensus on implementing the women’s reservation.
Participating in a discussion on the Bill in the Lok Sabha, he said the government’s intention was to push through delimitation in the garb of the Women’s Reservation Bill.
Published - April 16, 2026 11:29 pm IST",False,False,7,4,0.4,True,False,False
795ac3f60182634b,EVT_00045,the_new_indian_express,2026-04-16 18:00:52,2026-04-16,"The Centre on Thursday introduced key amendment bills to operationalise the Women’s Reservation law passed in 2023, proposing a major expansion of the Lok Sabha and a nationwide delimitation exercise.","The Centre on Thursday introduced key amendment bills to operationalise the Women’s Reservation law passed in 2023, proposing a major expansion of the Lok Sabha and a nationwide delimitation exercise.
The Constitution (131st Amendment) Bill, 2026, the centrepiece of the legislative push, proposes increasing the Lok Sabha’s strength from the existing 543 seats to a maximum of 850, including 815 seats for states and 35 for Union Territories.
Alongside, the Delimitation Bill, 2026, seeks a readjustment of parliamentary and assembly constituencies.
Union Law Minister Arjun Ram Meghwal said the number of seats across states will increase by 50 per cent, with 272 of the 815 seats reserved for women.
“Neither men nor any state will suffer any loss after the implementation of the women's quota,” he said in the Lok Sabha.
He added that reservation for women belonging to Scheduled Castes and the Scheduled Tribes would be provided within the overall quota in both the Parliament and state assemblies.
Referring to the Nari Shakti Vandan Adhiniyam, Meghwal said that without the proposed amendment, reservation of constituencies for women may not be feasible in time for the 2029 general elections, as it depends on post-2026 census data.
“The main objective of the bill is to give women their due rights,” he said.
Highlighting India’s early adoption of equal voting rights, Meghwal said women in the United States received voting rights 144 years after men, while in the United Kingdom, women were granted conditional voting rights in 1918 and full rights only in 1928.
“In India, women got the right to vote along with men since the first election,” he said.
The minister urged all parties to support the legislation.
The Lok Sabha took up the Constitution Amendment Bill, the Union Territories Laws (Amendment) Bill, 2026, and the Delimitation Bill, 2026, for debate and passage after a nearly 40-minute discussion.
Following the debate, the Constitution (131st Amendment) Bill was introduced with 251 members supporting it and 185 voting against.
The proposed law states that seats reserved for women in the Lok Sabha and state assemblies “shall be allotted by rotation to different constituencies in a state or Union territory”.
Several opposition parties have opposed the delimitation provisions while maintaining that they support reservation for women in legislative bodies.",False,False,7,4,0.4,True,False,False
7e2bb107629bb73c,EVT_00045,the_hindu,2026-04-16 18:47:43,2026-04-16,"The Centre and the Opposition are sparring over the issue of delimitation, sparked by the introduction of the Delimitation Bill in Parliament.","The Centre and the Opposition are sparring over the issue of delimitation, sparked by the introduction of the Delimitation Bill in Parliament.
Delimitation is the process of redrawing boundaries of Lok Sabha and Assembly constituencies to ensure equal representation based on population.
Published - April 16, 2026 06:47 pm IST",False,False,7,4,0.4,True,False,False
adff8304d8670d07,EVT_00045,the_hindu,2026-04-16 23:23:56,2026-04-16,"Women parliamentarians across party lines on Thursday (April 16, 2026), weighing in on the debate on the Constitution (Amendment) Bill, and those bringing in delimitation in the States and Union Territories, while endorsing their party line, cited, i...","Women parliamentarians across party lines on Thursday (April 16, 2026), weighing in on the debate on the Constitution (Amendment) Bill, and those bringing in delimitation in the States and Union Territories, while endorsing their party line, cited, in several instances, the positive role of the male founders and leaders of their parties in enabling the participation of women in jobs, education, and politics.
Byreddy Shabari of the Telugu Desam Party (TDP), a constituent of the National Democratic Alliance, invoked the legacy of the party’s founder N.T. Rama Rao (NTR) to argue that the idea of women-led development was not new. “In a country ruled by a woman Prime Minister, Indira, is it not a disgrace that women aren’t safe?” she said, quoting NTR. She described this as “the beginning of a vision for women-led development”, adding that her party “calls every woman its sister” and “converts ordinary women into Narayani”.
Published - April 16, 2026 11:23 pm IST",False,False,7,4,0.4,True,False,False
ffdfada494eb4174,EVT_00045,the_hindu,2026-04-16 23:42:32,2026-04-16,"Describing the Delimitation Bill introduced in Parliament as a “historic corrective” aimed at ensuring balanced representation across the country, TDP State president Palla Srinivasa Rao on Thursday dismissed apprehensions that the proposed exercise ...","Describing the Delimitation Bill introduced in Parliament as a “historic corrective” aimed at ensuring balanced representation across the country, TDP State president Palla Srinivasa Rao on Thursday dismissed apprehensions that the proposed exercise would disadvantage southern States, terming such claims as “misplaced and not borne out by facts.”
Explaining the contours of the proposed reform, Mr. Srinivasa Rao noted that the Bill departs from a strict population-based approach, benefitting Southern State on uniform basis. This effectively addresses concerns of regional imbalance and ensures that no State is left at a disadvantage in the evolving parliamentary framework.
Published - April 16, 2026 11:42 pm IST",False,False,7,4,0.4,True,False,False
1d25f29aa7fbc84b,EVT_00046,news18,2026-04-15 15:03:10,2026-04-15,Congress Suspends Abdul Jabbar Over ‘Anti-Party Activities’; He Says ‘Party Acted In Haste’,"Congress Suspends Abdul Jabbar Over ‘Anti-Party Activities’; He Says ‘Party Acted In Haste’
Congress MLC Abdul Jabbar is suspended from primary membership for alleged anti party activity in Davanagere South bypoll.
Abdul Jabbar has been suspended from the primary membership of the Congress party over alleged anti-party activities during the recent Davanagere South Assembly by-election. The action was taken with immediate effect, according to an official statement from the Karnataka Pradesh Congress Committee (KPCC).
Jabbar, who had earlier resigned as chairman of the KPCC Minority Department, was also a contender for a Congress ticket from Davanagere. He is accused of working against the party’s chosen candidate, Shamanur Samarth, during the by-election. There were also allegations that he supported an SDPI candidate in the constituency, leading to further concerns within the party.
Recommended Stories
- Karnataka Congress’s Course Correction Or Crackdown? After MLC, Youth Leader, More Heads To Roll?
- Karnataka Congress Rift Widens After Bypolls: Minority Wing Chief Quits, Shivakumar Seeks Reports From Davanagere
- Siddaramaiah’s Secretary Sacked Over Anti-Party Role; 5th Ouster From Karnataka CMO In 10 Months
- Kalliasseri Candidates 2026: Full List of Contestants from Kalliasseri Assembly Constituency in Kerala Election
Official Statement by KPCC
In a press release, the office of Karnataka Deputy CM and KPCC president DK Shivakumar stated that Abdul Jabbar, a Member of Legislative Council, has been suspended due to his anti-party activities in the Davanagere South by-election. The statement confirmed that the decision takes effect immediately.
Alongside Jabbar’s suspension, D.K. Shivakumar has also dissolved all minority committees that were formed under his leadership. This move follows his recent resignation from the post of KPCC Minority wing chief.
Political fallout
The developments come in the wake of internal disagreements within the party during the by-election. The allegations of working against the official candidate and supporting a rival have led to strict disciplinary action. The party leadership has moved quickly to address the issue and reorganise the minority wing structure following Jabbar’s exit.
Jabbar’s response
Reacting to the suspension, Abdul Jabbar said he would first review the order before making any detailed response. He said those who suspended him would have provided reasons, and he would examine them before replying to both the party and the media.
He rejected suggestions of any electoral setback, stating that there was no question of the Congress losing and expressing confidence that the party would win. On the issue of candidate selection, he said that it should not be limited to one name and recalled that during a meeting with the Chief Minister, there was a demand to give a ticket to the Kuruba community instead of favouring a single family.
Jabbar also said he does not know why the party acted in haste. He added that he would not comment on who might be behind the decision, noting that the party had given him position and respect. He said he would respond fully after receiving the official letter.",False,False,3,2,0.49,False,False,False
5d189fbdbe97a770,EVT_00046,hindustan_times,2026-04-16 07:54:07,2026-04-16,Cong suspends Abdul Jabbar amid internal rift after bypoll,"Cong suspends Abdul Jabbar amid internal rift after bypoll
Congress suspended MLC K Abdul Jabbar for alleged anti-party activities related to the Davanagere South by-election and ticket disputes.
The Congress on Wednesday suspended MLC K Abdul Jabbar from primary membership, owing to alleged anti-party activities in the run-up to the recent by-election in the Davanagere South assembly segment.
Deputy chief minister and party state chief DK Shivakumar announced the decision, which reportedly stemmed from a dispute over ticket allocation, after Jabbar’s bid was rejected in favour of sitting MLA late Shamanuru Shivashankarappa’s grandson Samarth Shamanur Mallikarjuna. Senior leaders later accused Jabbar of failing to back the official nominee during the campaign.
On Sunday, Jabbar stepped down as the head of the party’s minority wing.
Responding to the order, Jabbar said that ticket discussions included demands to consider candidates from the Kuruba community, rather than favouring a single family. “I have not yet received the suspension letter and had learned of the decision through media reports,” he said, and urged the media to seek clarification on the evidence against him that spurred the move from the state party leadership.
He alleged that he and Naseer Ahmed, formerly the chief minister’s political secretary, were being singled out, adding that he had worked for the party since his days in the National Students’ Union of India.
He also dismissed claims of any electoral disadvantage of the party. He added that the party had given him both position and recognition and that he would respond fully after receiving official communication.
As internal reviews continue, additional claims have surfaced within the party’s assessment of the bypoll. Among them is the allegation that some leaders informally supported Social Democratic Party of India candidate Afsar Kodlipete. The leadership has not publicly responded to these claims, though internal assessments and intelligence inputs are said to have pointed to tacit backing for rival candidates.
The review is also understood to have flagged the roles of Karnataka minister B.Z. Zameer Ahmed Khan and MLC Naseer Ahmed, who serves as political secretary to Chief Minister Siddaramaiah, in actions that may have affected the party’s official campaign. Naseer Ahmed has reportedly been asked to step down from his post, while discussions on further disciplinary measures are ongoing.
- ABOUT THE AUTHORArun Dev
Arun Dev is an Assistant Editor with the Karnataka bureau of Hindustan Times. A journalist for over 10 years, he has written extensively on crime and politics.",False,False,3,2,0.49,False,False,False
68cdfb4cbb128166,EVT_00046,hindustan_times,2026-04-16 08:53:45,2026-04-16,"Census 2027 begins: Over 700 officials to conduct door-to-door survey, Delhi areas divided into blocks","Census 2027 begins: Over 700 officials to conduct door-to-door survey, Delhi areas divided into blocks
Officials said NDMC and DCB areas have been divided into 560 house-listing blocks, with each block covering around 180 households for the census exercise.
Over 700 trained personnel will start field operations under the house-listing and housing census (HLO), wherein the enumerators will visit households to record their details under Phase-1 of the Census 2027, officials said on Wednesday. The exercise will be carried out over a 30-day period, until May 15.
Officials said that areas under the jurisdiction of the New Delhi Municipal Council (NDMC) and the Delhi Cantonment Board (DCB) have been divided into 560 house-listing blocks, each comprising 180 households.
Also read | Intersection between India’s democracy and demography
The exercise will begin on Thursday in eight states and Union territories of Andaman and Nicobar Islands, Goa, Karnataka, Lakshadweep, Mizoram, Odisha, and Sikkim, as part of the nationwide census exercise, following the conclusion of a 15-day self-enumeration period in NDMC and DCB areas.
“The self-enumeration exercise ended on Wednesday. So far, 12 lakh people have self-enumerated in the states and UTs where it started on April 1. In NDMC and Delhi Cantonment Board areas, the figures have been on the lower side, with around 5,000 people completing the process,” a senior government official said.
Self-Enumeration sees mixed response
The self-enumeration facility will commence from May 1 in areas under the Municipal Corporation of Delhi (MCD), while the house-listing exercise will be conducted from May 16.
The self-enumeration facility was made available prior to the house-listing exercise to enable residents to submit their details online through a digital platform. During the field visits, enumerators will use a dedicated mobile application to collect data digitally to ensure higher accuracy and faster processing, officials said.
As part of the exercise, enumerators will collect information relating to housing conditions, household details, amenities available and assets possessed by the households through a structured questionnaire comprising 33 notified questions.
A second official said enumerators will proceed cautiously during the initial days of the house-listing exercise.
“There is considerable anticipation around SIR (special intensive revision of election rolls) in Delhi, while many residents remain unaware that the first phase of the census has begun. Some may misconstrue enumerators’ visits as part of SIR preparations. Enumerators will therefore focus on putting people at ease and clearly explaining the process,” the official said.
Residents who have completed the self-enumeration should keep their generated self-enumeration ID ready and share it with the enumerator during the field visit to complete the HLO process, a third official said.
The official said that they have already held discussions with residents’ welfare associations (RWAs). “For areas that have a large working population, enumerators will visit households post 6pm. They will spend at least 10-15 minutes in each household,” the official said.
- ABOUT THE AUTHORSaloni Bhatia
Saloni Bhatia is a journalist with over 15 years of experience in reporting and storytelling, with a strong focus on the Delhi government and political developments in the Capital. Over the years, she has closely tracked policy decisions, governance issues, and political shifts. She started off as an entertainment journalist but then moved to covering beats like crime and education. Her experience on the crime beat helped her develop an eye for detail and accuracy, while education reporting allowed her to explore policy impact on students, teachers and institutions. Outside the newsroom, she enjoys reading both fiction and non-fiction. She also has a keen interest in watching Bollywood films.Read More",False,False,3,2,0.49,False,False,False
418d0e4274fa3db9,EVT_00045,firstpost,2026-04-15 08:34:41,2026-04-15,Centre proposes 131st Constitution Amendment Bill to increase Lok Sabha seats to 850,"The Union Government has proposed increasing Lok Sabha seats to 850 and revising delimitation rules to allow earlier implementation of women’s reservation

The proposed law authorises the central government to establish a Delimitation Commission through a notification in the Official Gazette. (PTI)

The Union Government has introduced The Constitution (One Hundred and Thirty First Amendment) Bill, 2026, proposing a significant increase in the strength of the Lok Sabha from 543 to 850 members, alongside key changes to delimitation rules and women’s reservation provisions. The Bill is scheduled to be taken up during a Special Session of Parliament on April 16 and 17.

The Bill seeks to amend Article 82 of the Constitution, which currently governs the readjustment of parliamentary constituencies after each census.

STORY CONTINUES BELOW THIS AD

At present, the Constitution mandates that delimitation must take place based on the first Census conducted after 2026. The proposed amendment removes this requirement entirely, allowing delimitation to be carried out using data available before the 2026-27 Census.

“There will be no disadvantage to southern states,” a top government source said, adding that “the same proportion as it exists today will be maintained” and “there will be no change in the proportionality of seats between states”. The source further stated that while “the headline number will rise by 50 per cent to 850”, the number of seats for each state will also increase by 50 per cent.

New structure for Lok Sabha seats

Under the proposed amendment to Article 81, the Lok Sabha will have a maximum of 815 members representing the States and not more than 35 members representing the Union Territories, as determined by Parliament.

Women’s reservation

The Bill also proposes changes that could accelerate the implementation of a one-third reservation for women in the Lok Sabha and State Assemblies.

According to the Constitution (106th) Amendment Act, 2023, women’s reservation is to be implemented only after delimitation following the first census after the 2023 law.

The current proposal seeks to amend Article 334A to allow the implementation of women’s reservation immediately after delimitation.

New Delimitation Bill introduced

Alongside the constitutional amendment, the Centre has introduced the Delimitation Bill 2026 to replace the Delimitation Act, 2002.

The proposed law empowers the central government to set up a Delimitation Commission through an official notification.

The Commission will be chaired by a current or former Supreme Court judge and will include the Chief Election Commissioner or a nominated Election Commissioner, along with the State Election Commissioner of the concerned state as ex officio members.

STORY CONTINUES BELOW THIS AD

Each state will also have ten associate members, including five Members of Parliament and five Members of the State Legislative Assembly nominated by the respective Speakers. These members will assist in the process but will not have voting rights or authority to sign decisions.

Seat allocation to be based on latest census data

The Commission will redraw constituencies and allocate seats based on the latest census figures.

Currently, seat allocation is based on the 1971 census, while the division of constituencies relies on the 2001 census, despite demographic changes since then.

The Commission will determine:

The number of Lok Sabha seats for each State and Union Territory

The total seats in State Legislative Assemblies

Reservation of seats for Scheduled Castes and Scheduled Tribes

The delimitation of parliamentary and assembly constituencies

Criteria for drawing constituencies

The Bill states that constituencies must be geographically compact and consider administrative boundaries, communication facilities and public convenience.

Reservation for women and rotation system

The Bill provides for reserving nearly one-third of seats in the Lok Sabha and State Assemblies for women, including those belonging to Scheduled Castes and Scheduled Tribes.

Reserved seats will be rotated among constituencies, while seats for women from Scheduled Castes and Scheduled Tribes will rotate within constituencies already reserved for those categories.

Orders issued by the Delimitation Commission, once published in the Gazette of India, will have the force of law and cannot be challenged in court.

However, the existing House or Assembly will continue unchanged until it is dissolved, and any bye-elections held before dissolution will follow the current delimitation framework.",False,False,7,4,0.4,True,False,False
